Date,1,2,3,4,5,6,7,8,9
2020-03-11,0,0,5,0,12,4,4,9,0
2020-03-12,0,0,0,0,6,2,3,0,2
2020-03-13,0,2,0,2,0,3,0,1,1
2020-03-14,0,0,0,0,0,0,0,0,0
2020-03-15,0,0,4,0,79,8,5,1,0
2020-03-16,0,0,0,0,0,0,1,0,0
2020-03-17,0,0,0,1,1,0,0,1,1
2020-03-18,0,0,0,0,5,0,0,0,0
2020-03-19,0,0,0,0,6,0,3,0,0
2020-03-20,0,0,3,0,6,0,7,0,0
2020-03-21,0,0,0,0,4,0,4,0,0
2020-03-22,0,4,0,0,5,0,8,0,0
2020-03-23,0,3,0,1,0,0,5,0,0
2020-03-24,0,0,0,0,4,0,3,2,0
2020-03-25,0,0,0,0,6,0,0,2,0
2020-03-26,0,0,0,0,1,0,0,0,0
2020-03-27,0,0,0,0,1,0,0,0,0
2020-03-28,0,0,0,0,0,0,0,0,0
2020-03-29,0,0,0,0,0,0,0,0,0
2020-03-30,0,0,0,0,0,4,7,4,0
2020-03-31,0,0,0,0,2,0,0,1,2
2020-04-01,0,0,0,0,0,0,0,0,0
2020-04-02,0,0,0,0,0,0,4,0,0
2020-04-03,0,0,0,0,6,0,4,0,0
2020-04-04,0,0,0,0,0,0,2,0,0
2020-04-05,0,0,1,0,3,0,0,0,9
2020-04-06,0,0,0,0,3,0,1,0,0
2020-04-07,0,0,0,0,0,0,1,0,0
2020-04-08,0,0,0,0,1,0,0,0,0
2020-04-09,0,0,1,1,4,0,4,0,0
2020-04-10,0,0,1,0,0,0,0,0,0
2020-04-11,0,0,2,0,3,0,1,0,1
2020-04-12,0,0,0,0,0,0,0,0,0
2020-04-13,0,0,6,0,0,0,6,0,6
2020-04-14,0,1,0,0,1,0,0,1,1
2020-04-15,0,0,5,4,8,0,4,2,1
2020-04-16,0,0,0,0,0,4,5,0,0
2020-04-17,0,0,0,0,1,0,0,8,0
2020-04-18,0,0,0,0,1,0,0,0,0
2020-04-19,0,0,0,0,0,0,0,0,0
2020-04-20,0,0,0,0,3,0,9,0,0
2020-04-21,0,0,0,0,0,0,0,0,0
2020-04-22,1,2,1,4,5,0,3,3,1
2020-04-23,6,0,6,0,12,0,0,0,0
2020-04-24,0,0,0,0,0,0,0,0,0
2020-04-25,0,0,0,0,0,0,0,0,0
2020-04-26,0,0,0,0,1,0,2,0,5
2020-04-27,0,0,0,0,0,0,0,0,0
2020-04-28,0,0,3,0,2,0,0,0,0
2020-04-29,0,0,0,0,10,0,6,5,2
2020-04-30,0,1,1,0,4,1,0,0,0
2020-05-01,0,0,0,0,1,0,0,0,0
2020-05-02,0,0,0,2,10,6,3,0,0
2020-05-03,0,0,0,0,3,0,2,6,4
2020-05-04,0,0,0,0,3,0,2,6,4
2020-05-05,0,0,0,0,1,0,7,2,6
2020-05-06,0,0,0,0,2,0,2,0,0
2020-05-07,0,0,0,0,8,0,5,0,0
2020-05-08,0,0,0,0,3,1,0,2,0
2020-05-09,0,0,0,0,4,0,0,0,0
2020-05-10,0,0,13,0,8,0,6,0,0
2020-05-11,0,0,0,4,12,8,17,12,8
2020-05-12,0,0,0,0,6,0,2,0,1
2020-05-13,0,0,0,0,4,0,1,0,0
2020-05-14,0,0,2,0,4,0,6,0,0
2020-05-15,0,0,0,0,1,0,3,0,0
2020-05-16,0,1,0,0,1,0,0,0,0
2020-05-17,0,0,0,0,14,8,3,15,0
2020-05-18,0,0,0,1,10,0,4,3,12
2020-05-19,0,0,0,0,2,1,6,0,0
2020-05-20,0,0,0,0,3,0,1,2,0
2020-05-21,0,4,9,0,4,4,10,3,2
2020-05-22,0,0,0,0,2,2,3,0,0
2020-05-23,0,0,0,0,28,0,0,0,0
2020-05-24,0,0,0,0,0,3,0,0,3
2020-05-25,0,0,0,0,7,2,0,2,0
2020-05-26,0,0,0,0,0,0,1,0,4
2020-05-27,0,0,0,0,13,3,6,3,0
2020-05-28,0,11,8,0,13,4,8,5,0
2020-05-29,0,0,0,0,0,0,0,0,0
2020-05-30,0,0,0,0,0,0,0,0,0
2020-05-31,0,0,0,0,3,0,0,0,0
2020-06-01,0,0,0,0,5,0,6,0,3
2020-06-02,2,4,0,4,15,4,8,0,0
2020-06-03,0,0,0,0,0,0,3,0,0
2020-06-04,0,0,0,0,0,3,7,0,1
2020-06-05,0,0,0,0,0,0,0,5,0
2020-06-06,0,0,0,0,6,3,6,0,0
2020-06-07,0,0,0,0,10,0,6,0,0
2020-06-08,0,0,0,0,2,0,8,0,0
2020-06-09,0,0,0,0,0,0,2,0,0
2020-06-10,0,0,3,1,2,1,0,0,0
2020-06-11,0,0,0,0,0,0,3,5,0
2020-06-12,0,0,0,0,0,0,16,1,10
2020-06-13,0,0,4,0,0,0,0,0,0
2020-06-14,0,0,0,0,0,0,0,0,0
2020-06-15,0,0,3,0,7,0,1,5,0
2020-06-16,0,0,0,0,16,0,4,7,0
2020-06-17,0,0,0,4,24,1,11,5,0
2020-06-18,0,0,0,0,3,0,0,0,0
2020-06-19,0,0,0,0,5,2,0,1,1
2020-06-20,0,0,0,0,3,0,0,0,0
2020-06-21,0,1,0,0,3,0,2,0,0
2020-06-22,0,0,0,0,3,0,4,0,0
2020-06-23,0,0,0,0,8,0,3,5,1
2020-06-24,0,2,0,0,1,0,0,0,5
2020-06-25,0,0,0,0,0,0,0,0,3
2020-06-26,0,0,0,4,18,14,13,12,0
2020-06-27,0,0,5,0,4,0,0,0,0
2020-06-28,0,4,0,0,10,2,0,1,0
2020-06-29,0,3,0,6,13,6,6,16,0
2020-06-30,0,0,0,0,0,0,2,0,0
2020-07-01,0,0,0,0,2,0,2,1,0
2020-07-02,0,0,0,0,9,3,0,4,0
2020-07-03,0,0,0,0,3,0,4,1,0
2020-07-04,0,0,0,0,0,0,2,0,0
2020-07-05,0,0,0,0,6,0,6,1,0
2020-07-06,0,0,0,6,17,2,7,20,0
2020-07-07,0,0,1,0,7,1,0,3,0
2020-07-08,0,0,4,4,22,4,0,9,0
2020-07-09,0,0,0,3,1,1,0,1,0
2020-07-10,0,0,0,0,9,1,2,1,4
2020-07-11,0,0,0,0,0,0,0,0,0
2020-07-12,0,0,0,0,9,1,1,4,0
2020-07-13,0,0,0,0,3,1,5,4,4
2020-07-14,0,4,0,0,8,2,9,1,0
2020-07-15,0,0,0,2,0,0,3,2,0
2020-07-16,0,0,0,3,1,0,6,2,0
2020-07-17,0,0,0,0,3,0,0,2,0
2020-07-18,0,0,0,0,0,0,0,0,0
2020-07-19,0,1,0,1,0,2,2,0,0
2020-07-20,0,1,0,0,18,0,12,1,2
2020-07-21,0,0,0,0,43,5,19,6,8
2020-07-22,0,0,0,0,7,0,8,1,2
2020-07-23,0,6,0,3,7,6,10,18,6
2020-07-24,0,0,0,0,10,0,2,4,0
2020-07-25,0,0,0,0,7,2,0,4,0
2020-07-26,1,0,1,0,13,0,7,2,0
2020-07-27,0,0,0,0,0,0,0,0,0
2020-07-28,0,0,0,0,17,0,6,0,0
2020-07-29,0,0,6,0,6,0,7,3,4
2020-07-30,0,0,6,0,10,0,3,3,0
2020-07-31,0,0,0,0,3,0,0,0,0
2020-08-01,0,0,0,0,1,0,0,0,0
2020-08-02,0,2,2,6,14,3,20,3,0
2020-08-03,0,0,0,0,1,0,0,0,0
2020-08-04,0,0,0,0,3,1,2,2,0
2020-08-05,0,0,0,0,6,1,1,0,0
2020-08-06,1,0,4,0,14,0,5,4,1
2020-08-07,0,0,5,0,10,10,10,10,5
2020-08-08,0,0,0,0,0,0,0,1,0
2020-08-09,0,0,0,0,0,0,1,0,0
2020-08-10,0,0,4,0,25,0,6,2,0
2020-08-11,0,0,0,0,4,0,3,0,0
2020-08-12,0,0,0,0,4,4,1,2,5
2020-08-13,0,2,0,0,1,0,0,0,0
2020-08-14,0,0,0,0,1,0,3,3,3
2020-08-15,0,4,0,0,0,0,0,0,0
2020-08-16,0,0,0,0,0,0,6,0,0
2020-08-17,0,0,0,0,1,0,0,1,1
2020-08-18,0,0,5,1,4,3,0,12,0
2020-08-19,0,0,0,0,0,0,0,5,5
2020-08-20,0,0,1,1,1,0,7,8,0
2020-08-21,0,0,0,1,6,3,2,0,0
2020-08-22,0,0,0,0,0,0,0,0,0
2020-08-23,0,0,0,0,11,2,7,2,0
2020-08-24,0,4,3,6,12,0,6,11,8
2020-08-25,0,1,2,0,10,4,2,3,1
2020-08-26,0,0,0,0,0,2,0,0,0
2020-08-27,0,0,0,0,0,0,0,0,0
2020-08-28,0,0,0,2,2,2,1,0,0
2020-08-29,0,0,0,0,0,0,0,0,0
2020-08-30,0,0,0,0,7,2,6,2,1
2020-08-31,2,0,0,0,2,0,1,0,0
2020-09-01,0,0,0,2,6,2,5,7,4
2020-09-02,0,0,2,0,5,0,0,0,0
2020-09-03,0,0,0,0,9,0,1,0,3
2020-09-04,2,0,5,0,7,0,0,7,2
2020-09-05,0,0,0,0,0,0,0,0,0
2020-09-06,0,0,0,0,1,0,0,8,0
2020-09-07,0,0,2,0,0,0,0,0,0
2020-09-08,0,1,0,0,9,1,0,0,1
2020-09-09,0,0,6,0,24,6,7,12,6
2020-09-10,0,6,3,5,0,3,10,1,1
2020-09-11,0,0,0,0,1,0,0,5,2
2020-09-12,0,0,0,0,0,4,0,0,0
2020-09-13,0,3,0,3,4,0,0,1,0
2020-09-14,0,0,1,0,4,0,5,4,1
2020-09-15,0,0,3,0,7,0,8,3,5
2020-09-16,0,1,1,0,2,0,2,6,8
2020-09-17,0,7,7,0,4,0,1,1,0
2020-09-18,0,0,0,0,3,1,2,2,3
2020-09-19,0,0,0,0,5,0,3,0,0
2020-09-20,0,2,0,0,3,3,2,0,0
2020-09-21,0,0,5,0,1,1,0,13,4
2020-09-22,0,0,0,0,0,0,0,0,2
2020-09-23,1,0,0,0,3,0,3,1,0
2020-09-24,0,0,0,0,1,0,0,4,0
2020-09-25,0,0,0,0,11,0,0,11,0
2020-09-26,0,0,0,0,36,0,0,0,0
2020-09-27,0,0,0,0,0,0,1,0,0
2020-09-28,0,0,0,0,2,0,1,0,0
2020-09-29,0,2,0,0,5,2,2,2,2
2020-09-30,0,1,0,4,8,3,10,2,5
2020-10-01,0,0,0,0,3,0,7,4,1
2020-10-02,0,0,3,0,4,3,10,0,6
2020-10-03,0,0,0,0,3,0,0,0,0
2020-10-04,0,0,1,0,1,0,2,0,1
2020-10-05,0,0,0,0,3,0,2,4,0
2020-10-06,0,0,0,0,8,5,0,5,1
2020-10-07,0,3,2,0,7,0,1,0,2
2020-10-08,0,0,0,2,3,2,2,4,0
2020-10-09,0,0,0,0,1,0,6,0,0
2020-10-10,0,0,0,0,3,0,0,0,0
2020-10-11,0,0,0,0,3,0,0,6,0
2020-10-12,0,0,1,0,12,2,1,7,0
2020-10-13,0,0,0,0,3,7,0,5,0
2020-10-14,0,0,2,0,0,0,2,0,0
2020-10-15,0,12,0,0,93,3,37,14,0
2020-10-16,0,0,0,0,1,0,2,0,0
2020-10-17,1,0,0,0,1,0,0,1,1
2020-10-18,0,0,0,0,0,0,0,0,0
2020-10-19,0,0,0,0,3,0,0,9,3
2020-10-20,0,0,0,0,2,1,2,0,0
2020-10-21,0,0,0,0,10,2,0,1,0
2020-10-22,0,0,0,0,9,0,0,1,0
2020-10-23,0,0,0,0,7,0,5,0,1
2020-10-24,1,1,0,0,3,1,0,0,0
2020-10-25,0,0,0,0,2,0,0,0,0
2020-10-26,0,0,0,7,2,0,1,0,2
2020-10-27,0,0,1,0,12,4,6,2,0
2020-10-28,0,3,0,0,22,10,2,1,3
2020-10-29,0,0,2,1,7,0,22,0,0
2020-10-30,0,0,0,0,4,0,1,0,0
2020-10-31,0,0,0,0,1,0,4,0,0
2020-11-01,0,0,1,0,16,0,3,0,0
2020-11-02,0,0,4,0,4,0,2,4,0
2020-11-03,0,6,0,0,8,9,14,11,2
2020-11-04,0,0,0,0,1,1,1,0,0
2020-11-05,0,0,0,0,5,0,0,0,4
2020-11-06,0,0,0,0,10,0,3,2,0
2020-11-07,0,0,0,0,3,0,1,0,0
2020-11-08,0,0,0,0,0,0,0,0,0
2020-11-09,0,0,0,4,3,2,0,7,0
2020-11-10,0,0,0,1,8,2,3,1,0
2020-11-11,0,0,0,0,9,0,3,0,0
2020-11-12,0,0,0,0,6,0,4,0,0
2020-11-13,0,1,4,0,15,8,18,0,12
2020-11-14,0,2,0,1,2,0,2,0,0
2020-11-15,0,0,0,0,8,0,4,1,0
2020-11-16,0,0,0,4,9,0,5,7,3
2020-11-17,0,0,0,3,3,2,8,12,3
2020-11-18,0,1,0,2,0,0,1,2,0
2020-11-19,0,1,0,0,15,0,19,5,4
2020-11-20,0,2,2,2,7,0,8,13,5
2020-11-21,0,0,0,0,24,0,0,0,0
2020-11-22,0,0,0,0,0,0,0,0,0
2020-11-23,0,3,0,0,0,1,1,4,0
2020-11-24,0,0,3,0,7,0,1,4,0
2020-11-25,0,0,0,1,3,0,1,0,0
2020-11-26,0,0,9,0,9,0,10,4,0
2020-11-27,0,0,9,0,7,0,13,5,0
2020-11-28,0,0,0,0,0,5,8,14,9
2020-11-29,0,0,0,0,2,9,4,5,0
2020-11-30,0,0,0,0,1,5,7,5,0
2020-12-01,0,0,3,0,24,0,19,13,16
2020-12-02,0,0,0,0,12,0,5,13,12
2020-12-03,0,0,0,0,3,0,4,4,0
2020-12-04,0,0,1,2,13,2,13,10,0
2020-12-05,0,0,4,4,12,4,21,14,0
2020-12-06,0,0,9,0,4,0,2,2,1
2020-12-07,0,4,0,0,4,0,4,0,0
2020-12-08,0,0,0,0,5,0,5,2,0
2020-12-09,0,3,6,1,9,0,7,5,4
2020-12-10,0,0,0,2,10,1,6,1,1
2020-12-11,0,0,0,0,2,0,2,0,0
2020-12-12,0,0,0,0,0,0,0,0,0
2020-12-13,0,0,0,0,4,0,2,2,2
2020-12-14,0,0,0,0,5,2,5,6,3
2020-12-15,2,0,0,0,15,0,5,2,0
2020-12-16,0,0,0,0,12,0,2,6,2
2020-12-17,0,4,3,6,5,0,4,5,5
2020-12-18,0,0,0,9,16,2,0,0,0
2020-12-19,0,3,0,0,2,2,8,2,6
2020-12-20,0,0,0,0,2,0,2,0,2
2020-12-21,0,0,0,0,5,0,2,1,0
2020-12-22,0,0,0,0,4,0,10,0,4
2020-12-23,0,0,0,0,8,0,3,0,0
2020-12-24,0,0,0,0,5,1,5,6,6
2020-12-25,0,2,0,0,23,0,10,8,8
2020-12-26,0,0,0,0,0,0,0,0,0
2020-12-27,0,0,4,0,15,0,0,4,0
2020-12-28,0,0,5,2,19,7,22,14,12
2020-12-29,0,4,1,2,8,0,16,12,9
2020-12-30,0,0,0,6,13,4,8,6,1
2020-12-31,0,0,0,0,1,0,0,0,0
2021-01-01,0,0,0,0,3,0,2,0,0
2021-01-02,0,0,0,0,0,0,0,0,0
2021-01-03,0,0,0,0,0,0,0,3,0
2021-01-04,0,0,0,0,1,0,0,5,0
2021-01-05,0,0,0,0,0,0,0,0,0
2021-01-06,0,0,2,4,18,0,13,6,2
2021-01-07,0,0,2,0,0,0,1,1,0
2021-01-08,2,1,2,5,25,1,1,4,0
2021-01-09,0,0,0,0,0,0,0,1,0
2021-01-10,0,4,0,0,8,0,6,0,0
2021-01-11,0,1,1,7,5,2,4,2,0
2021-01-12,2,2,3,5,16,2,6,4,4
2021-01-13,0,8,13,7,25,4,36,15,6
2021-01-14,0,0,0,1,4,0,2,2,0
2021-01-15,0,0,6,4,5,0,9,2,0
2021-01-16,0,3,3,4,3,0,6,3,0
2021-01-17,0,0,0,1,7,1,7,0,0
2021-01-18,4,0,0,0,9,0,9,0,0
2021-01-19,0,1,0,0,6,0,3,0,0
2021-01-20,0,0,1,0,9,4,0,5,1
2021-01-21,0,0,1,0,11,3,0,4,0
2021-01-22,0,8,0,3,5,0,4,4,1
2021-01-23,0,0,0,3,3,0,1,3,0
2021-01-24,0,0,2,6,7,0,5,10,0
2021-01-25,0,4,4,0,72,1,2,9,0
2021-01-26,0,0,4,1,12,6,5,4,4
2021-01-27,0,0,0,0,5,7,7,7,12
2021-01-28,2,0,2,0,30,0,4,2,2
2021-01-29,0,0,13,6,20,0,9,4,3
2021-01-30,0,0,3,5,0,4,1,0,0
2021-01-31,0,0,3,0,14,4,14,4,2
2021-02-01,0,0,4,0,16,3,20,0,0
2021-02-02,0,0,4,0,17,2,15,4,0
2021-02-03,0,0,0,8,9,4,22,1,2
2021-02-04,0,1,4,3,28,6,18,12,0
2021-02-05,0,1,1,4,34,4,10,13,1
2021-02-06,0,0,0,2,0,0,1,4,0
2021-02-07,0,0,0,10,49,6,8,1,0
2021-02-08,0,1,1,2,18,1,3,5,0
2021-02-09,0,0,1,0,8,2,1,6,0
2021-02-10,0,3,1,1,4,2,11,0,0
2021-02-11,0,3,0,4,4,0,3,0,4
2021-02-12,0,0,2,6,12,8,6,7,1
2021-02-13,0,0,1,0,0,0,0,0,0
2021-02-14,0,0,0,1,0,0,0,0,0
2021-02-15,0,4,0,0,4,0,20,0,0
2021-02-16,0,0,0,3,7,0,3,0,0
2021-02-17,2,0,0,6,11,3,6,1,0
2021-02-18,0,0,4,5,19,1,28,8,4
2021-02-19,0,3,0,3,1,0,7,4,2
2021-02-20,0,0,2,0,0,0,15,0,0
2021-02-21,0,0,2,8,3,1,6,3,2
2021-02-22,0,1,1,2,7,1,4,4,4
2021-02-23,1,0,3,3,8,1,1,1,0
2021-02-24,0,0,0,0,5,21,14,9,0
2021-02-25,0,4,3,4,10,11,17,18,4
2021-02-26,0,0,3,1,6,3,0,3,2
2021-02-27,0,0,0,1,0,0,0,0,0
2021-02-28,0,0,0,1,1,1,0,0,0
2021-03-01,0,0,2,1,11,0,4,4,1
2021-03-02,0,0,9,1,19,1,9,1,2
2021-03-03,0,1,0,0,14,0,1,1,0
2021-03-04,0,2,0,7,8,0,9,0,0
2021-03-05,0,1,5,0,22,14,6,7,2
2021-03-06,0,2,0,2,5,2,9,2,3
2021-03-07,0,0,0,1,0,0,0,0,0
2021-03-08,3,2,11,14,22,8,9,8,4
2021-03-09,8,0,12,0,8,3,22,6,5
2021-03-10,0,0,1,10,27,9,21,10,1
2021-03-11,0,1,0,5,20,8,10,4,4
2021-03-12,0,6,3,3,10,4,0,5,2
2021-03-13,0,0,0,0,16,0,0,3,0
2021-03-14,0,1,4,4,5,5,0,4,5
2021-03-15,0,0,4,4,10,4,19,8,12
2021-03-16,0,0,9,5,19,8,9,20,0
2021-03-17,0,1,18,1,7,0,13,10,0
2021-03-18,0,3,0,0,17,0,25,8,0
2021-03-19,9,3,25,11,112,2,24,0,0
2021-03-20,0,7,2,2,10,0,0,0,0
2021-03-21,0,2,12,1,5,0,13,0,1
2021-03-22,0,0,3,1,9,12,4,8,2
2021-03-23,3,4,3,0,17,6,11,7,1
2021-03-24,0,11,4,1,20,8,16,11,3
2021-03-25,0,0,9,1,25,0,8,8,0
2021-03-26,0,1,2,4,10,1,3,0,0
2021-03-27,0,0,3,1,17,0,0,4,0
2021-03-28,5,2,1,1,14,1,14,8,0
2021-03-29,0,1,3,0,21,2,16,12,1
2021-03-30,0,1,4,0,11,6,2,3,0
2021-03-31,0,0,8,9,1,0,2,2,7
2021-04-01,0,0,1,4,18,1,23,6,9
2021-04-02,1,2,0,4,12,7,6,4,8
2021-04-03,3,2,2,3,5,2,2,0,0
2021-04-04,0,8,7,0,7,6,0,5,0
2021-04-05,8,0,0,0,35,6,26,2,12
2021-04-06,1,0,0,0,6,1,7,1,2
2021-04-07,2,5,7,3,13,0,11,12,2
2021-04-08,0,0,14,3,8,5,24,11,0
2021-04-09,5,1,9,2,22,5,6,5,5
2021-04-10,0,2,0,0,7,0,2,0,0
2021-04-11,0,0,10,7,12,1,9,3,0
2021-04-12,7,11,17,13,59,20,38,10,16
2021-04-13,0,2,0,7,16,0,25,4,5
2021-04-14,0,2,0,0,7,0,11,2,4
2021-04-15,0,1,0,0,0,3,4,6,15
2021-04-16,0,36,6,5,33,5,4,5,0
2021-04-17,0,1,0,2,27,13,20,4,9
2021-04-18,2,0,4,8,4,0,8,6,2
2021-04-19,0,3,3,0,16,3,4,2,7
2021-04-20,0,0,4,0,15,7,7,0,2
2021-04-21,0,0,4,7,26,12,14,20,2
2021-04-22,0,2,3,6,9,4,1,7,0
2021-04-23,0,4,21,30,63,8,30,24,8
2021-04-24,0,3,1,3,5,2,0,5,0
2021-04-25,0,5,6,0,1,0,0,4,7
2021-04-26,0,10,7,1,25,15,20,3,0
2021-04-27,0,4,2,8,15,1,11,5,1
2021-04-28,0,2,3,11,20,14,12,0,3
2021-04-29,10,13,7,16,88,15,24,12,10
2021-04-30,1,3,4,4,17,0,9,8,5
2021-05-01,0,0,9,1,14,2,20,6,4
2021-05-02,0,0,0,0,5,0,1,3,0
2021-05-03,4,3,1,7,34,0,9,25,4
2021-05-04,0,7,2,6,13,5,13,2,1
2021-05-05,0,3,12,10,65,10,27,15,14
2021-05-06,0,12,4,4,7,13,3,0,0
2021-05-07,0,5,6,3,18,7,13,11,5
2021-05-08,3,1,4,0,11,13,10,3,0
2021-05-09,0,1,4,0,0,0,5,1,3
2021-05-10,0,2,8,0,16,11,14,8,3
2021-05-11,2,2,9,6,46,7,28,25,12
2021-05-12,0,0,6,8,13,2,8,10,0
2021-05-13,0,4,8,21,18,7,12,14,2
2021-05-14,0,0,3,6,21,10,19,4,3
2021-05-15,0,8,6,0,12,3,23,3,0
2021-05-16,0,0,7,0,12,0,0,8,4
2021-05-17,0,0,13,5,18,2,10,5,0
2021-05-18,4,6,2,5,17,2,15,10,2
2021-05-19,0,0,4,4,3,7,8,5,3
2021-05-20,0,3,0,15,39,14,26,13,11
2021-05-21,5,13,8,8,22,17,14,12,5
2021-05-22,0,6,4,10,28,1,6,4,0
2021-05-23,2,2,0,0,4,7,0,2,2
2021-05-24,0,5,2,2,19,0,17,7,3
2021-05-25,0,4,10,2,27,13,21,16,5
2021-05-26,0,5,4,2,16,7,3,10,0
2021-05-27,0,8,6,5,37,15,29,10,0
2021-05-28,0,2,12,6,26,8,18,4,0
2021-05-29,0,0,0,0,3,3,9,0,0
2021-05-30,0,5,4,22,13,0,14,4,0
2021-05-31,0,6,22,7,13,7,28,24,2
2021-06-01,0,2,11,5,13,8,15,10,0
2021-06-02,0,7,6,1,17,5,19,14,1
2021-06-03,4,9,6,7,34,10,28,15,6
2021-06-04,6,8,0,10,22,12,2,18,1
2021-06-05,0,0,2,0,0,0,4,0,0
2021-06-06,0,2,5,1,6,2,1,0,0
2021-06-07,0,3,6,11,24,7,6,8,6
2021-06-08,0,0,5,0,14,4,13,30,2
2021-06-09,0,0,9,21,18,0,8,22,20
2021-06-10,5,5,4,2,13,10,18,16,10
2021-06-11,0,2,11,6,23,4,11,9,0
2021-06-12,0,1,0,0,4,0,4,3,0
2021-06-13,0,0,8,8,38,7,39,20,12
2021-06-14,0,8,13,13,35,4,20,6,2
2021-06-15,0,2,8,4,12,0,7,10,4
2021-06-16,0,0,5,7,16,2,32,20,3
2021-06-17,0,6,1,5,21,4,19,5,1
2021-06-18,0,0,3,1,29,5,13,1,2
2021-06-19,0,2,5,4,17,2,13,2,2
2021-06-20,1,0,0,3,5,0,6,11,6
2021-06-21,0,1,3,6,44,2,16,5,6
2021-06-22,0,3,7,6,33,13,24,11,1
2021-06-23,0,6,1,7,22,2,16,17,7
2021-06-24,2,4,3,10,6,4,7,0,0
2021-06-25,16,9,2,25,58,15,21,28,6
2021-06-26,0,0,0,0,0,0,0,0,0
2021-06-27,0,0,0,0,20,0,15,4,1
2021-06-28,0,0,6,12,13,7,5,4,10
2021-06-29,0,14,10,6,20,2,21,34,6
2021-06-30,2,2,4,0,5,6,23,4,0
2021-07-01,0,0,0,9,12,4,19,8,2
2021-07-02,2,3,8,4,21,3,8,9,7
2021-07-03,0,0,0,0,9,2,0,8,0
2021-07-04,0,3,3,9,7,3,9,0,0
2021-07-05,0,2,4,2,2,2,26,18,2
2021-07-06,3,14,10,3,18,6,12,4,6
2021-07-07,0,0,0,12,16,1,7,0,0
2021-07-08,2,0,8,0,38,4,14,4,0
2021-07-09,0,0,0,0,4,0,1,1,0
2021-07-10,0,0,0,3,3,10,9,8,6
2021-07-11,3,6,1,0,2,0,1,0,0
2021-07-12,0,0,13,0,6,0,2,3,4
2021-07-13,0,0,2,11,4,2,6,6,0
2021-07-14,0,12,4,0,47,10,19,24,4
2021-07-15,0,2,1,9,14,5,12,10,2
2021-07-16,0,0,6,7,29,8,7,7,10
2021-07-17,0,1,0,0,0,0,0,0,0
2021-07-18,0,1,0,8,9,1,11,0,3
2021-07-19,1,1,4,10,19,6,17,34,4
2021-07-20,0,7,9,1,2,0,13,5,5
2021-07-21,0,2,4,8,16,0,34,6,6
2021-07-22,1,7,0,11,30,13,21,19,9
2021-07-23,1,3,6,5,41,6,23,5,5
2021-07-24,0,0,0,0,2,3,2,3,0
2021-07-25,0,0,1,6,10,2,7,4,0
2021-07-26,1,1,2,0,10,0,10,0,0
2021-07-27,0,1,8,8,25,10,8,17,26
2021-07-28,1,3,5,10,18,8,24,10,1
2021-07-29,0,2,9,5,14,0,17,5,5
2021-07-30,3,0,6,5,3,7,10,48,1
2021-07-31,3,0,1,1,14,1,16,1,4
2021-08-01,0,0,4,0,4,2,2,1,0
2021-08-02,3,0,4,13,28,6,21,9,1
2021-08-03,0,0,9,5,16,13,21,7,1
2021-08-04,0,2,11,6,16,4,12,14,4
2021-08-05,0,1,9,3,8,7,5,2,6
2021-08-06,0,4,3,19,16,19,22,3,0
2021-08-07,0,0,3,2,3,0,1,0,7
2021-08-08,6,6,4,5,7,5,4,0,4
2021-08-09,0,0,2,2,10,7,8,2,0
2021-08-10,0,4,7,5,10,2,13,4,5
2021-08-11,0,1,8,2,6,3,18,9,0
2021-08-12,0,5,4,5,8,9,18,5,4
2021-08-13,0,6,0,5,9,4,7,8,5
2021-08-14,0,2,1,3,3,0,2,5,1
2021-08-15,0,0,0,0,1,0,0,0,0
2021-08-16,0,0,1,4,11,6,5,2,3
2021-08-17,0,4,8,1,24,14,30,4,0
2021-08-18,1,2,3,23,19,1,27,14,13
2021-08-19,1,16,7,1,12,9,14,4,0
2021-08-20,0,4,6,4,48,7,44,17,4
2021-08-21,0,0,2,2,0,2,4,4,0
2021-08-22,0,2,1,3,7,1,11,5,0
2021-08-23,0,3,1,4,10,1,14,2,5
2021-08-24,3,0,1,1,5,6,9,13,0
2021-08-25,6,2,3,3,20,2,20,11,3
2021-08-26,1,0,8,1,15,3,7,0,0
2021-08-27,4,1,0,0,43,10,26,15,0
2021-08-28,0,2,6,1,8,2,2,0,0
2021-08-29,0,0,1,0,4,0,1,3,0
2021-08-30,2,9,3,15,17,1,8,6,0
2021-08-31,0,4,0,1,32,1,9,7,4
2021-09-01,1,3,4,3,16,1,13,2,0
2021-09-02,7,3,8,18,34,3,24,9,5
2021-09-03,4,10,0,18,48,4,12,1,0
2021-09-04,0,0,0,0,0,0,0,0,0
2021-09-05,1,2,9,24,21,2,12,23,12
2021-09-06,0,9,6,10,13,3,12,3,2
2021-09-07,0,8,3,24,34,4,21,30,6
2021-09-08,0,1,0,15,25,5,23,12,6
2021-09-09,0,4,5,16,3,8,6,0,1
2021-09-10,0,1,4,2,21,5,17,11,0
2021-09-11,0,0,0,0,1,0,0,0,0
2021-09-12,0,0,5,4,6,0,14,2,4
2021-09-13,0,4,11,5,21,8,18,4,6
2021-09-14,0,3,3,5,28,9,23,7,1
2021-09-15,0,0,2,4,16,0,6,7,6
2021-09-16,0,0,4,7,15,19,14,7,2
2021-09-17,4,7,16,17,66,20,25,19,2
2021-09-18,0,0,1,6,8,3,4,0,0
2021-09-19,0,9,0,1,2,0,0,2,0
2021-09-20,0,1,8,4,13,7,17,25,5
